eid,age,gender,maritalstatus,department,jobrole,education,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,Annualincome,relationshipsatisfaction,workinghrsperday,totalworkingyearsexperience,TrainingTime,WorkLifeBalance,BehaviourialCompetence,OntimeDelivery,TicketSolvingManagements,Projectevlaution,Workingfromhomeoroffice,Psychosocialindicators,overtime,attendance,effectedwithcorona,PercentSalaryHike,Netconnectivity,PerformanceRating
NtX673,29,f,married,Research & Development,Healthcare Representative,3,2,2,3,4,24,3,8,8,4,2,5,2,1,11,office,5,yes,present,no,11,yes,4
ZbT574,33,f,married,Research & Development,Manager R&D,3,2,1,5,2,9,2,8,23,2,1,1,1,4,10,office,0,yes,present,yes,9,yes,1
sDH904,36,f,single,Research & Development,Laboratory Technician,3,4,2,1,3,6,1,8,3,2,3,2,1,3,5,home,5,yes,present,no,14,yes,4
bil824,49,m,single,Research & Development,Manufacturing Director,3,3,4,5,4,24,1,8,25,6,4,3,2,3,11,office,5,no,present,no,11,no,2
COM859,29,m,married,Sales,Sales Representative,5,3,4,5,1,7,3,8,9,4,3,0,1,3,10,home,2,no,present,no,1,yes,2
tMg808,39,f,married,Research & Development,Manager R&D,2,3,1,4,2,13,1,8,8,1,1,1,4,4,5,home,0,no,absent,yes,4,no,4
afU721,39,m,single,Sales,Sales Executive,4,4,3,3,1,24,4,8,25,3,3,1,5,4,12,home,4,no,absent,yes,9,yes,4
FMQ788,25,m,single,Sales,Sales Executive,1,4,2,2,1,5,1,8,10,1,1,0,1,5,13,home,0,yes,present,yes,1,no,1
ePD855,50,f,single,Research & Development,Manager R&D,5,1,1,1,2,17,4,8,20,4,1,0,4,1,5,office,4,yes,present,no,2,yes,2
oXY526,38,m,married,Research & Development,Research Scientist,3,4,4,5,1,7,3,8,2,3,4,3,1,1,11,home,2,yes,absent,yes,13,yes,4
puv735,47,m,single,Research & Development,Laboratory Technician,2,1,3,3,2,12,2,8,1,5,3,5,5,1,8,office,3,no,absent,no,10,yes,4
aMp118,36,m,married,Research & Development,Manufacturing Director,1,1,1,4,2,9,2,8,15,1,3,0,2,4,10,home,5,yes,present,yes,16,no,2
jEZ978,41,m,married,Research & Development,Research Scientist,1,4,3,2,1,23,1,8,16,6,4,0,3,5,12,home,4,yes,present,yes,10,yes,3
nCr793,38,f,single,Research & Development,Laboratory Technician,1,4,1,3,2,16,3,8,2,1,1,2,4,1,8,office,1,no,absent,yes,11,yes,3
wZE355,38,f,single,Sales,Sales Executive,5,4,1,5,1,10,3,8,4,2,1,5,4,1,4,office,5,no,present,yes,9,yes,4
mbU233,36,f,single,Research & Development,Laboratory Technician,5,2,1,1,1,13,4,8,1,3,3,3,1,4,10,home,3,no,present,no,11,yes,1
RMF805,48,m,married,Research & Development,Laboratory Technician,2,1,3,1,1,6,4,8,19,6,3,1,4,4,13,home,0,no,present,no,5,yes,4
Vpp687,43,m,single,Research & Development,Healthcare Representative,1,4,2,1,1,5,2,8,21,6,1,2,2,2,14,home,0,no,present,yes,8,no,4
WOq219,28,m,married,Research & Development,Research Scientist,3,3,2,2,3,8,3,8,14,3,1,4,3,5,8,home,2,no,present,no,5,no,3
oZo209,46,m,single,Sales,Sales Executive,1,4,3,1,3,10,1,8,18,4,2,5,4,1,5,home,3,yes,present,no,9,no,2
BRP033,27,f,single,Human Resources,Human Resources,5,3,1,1,2,13,3,8,24,6,4,5,5,1,10,office,0,no,present,no,7,yes,4
OoE508,30,m,single,Sales,Sales Executive,1,3,4,4,2,23,1,8,12,2,1,0,2,3,10,office,1,yes,present,yes,16,yes,3
WGz974,26,m,married,Research & Development,Research Director,4,1,2,3,2,12,3,8,8,4,1,3,3,2,10,home,1,no,absent,no,3,no,2
kQX628,29,f,married,Sales,Sales Executive,2,3,1,4,2,19,4,8,4,6,4,2,2,2,12,home,4,yes,absent,yes,2,no,2
Tfi695,50,f,married,Sales,Sales Executive,3,1,1,1,1,13,2,8,5,1,2,2,1,3,5,home,1,yes,absent,no,12,yes,2
qDt608,47,m,single,Research & Development,Laboratory Technician,4,3,2,5,2,18,4,8,13,3,1,4,1,4,13,home,1,yes,present,yes,7,no,1
MUt766,44,m,married,Research & Development,Manager R&D,3,2,2,4,1,17,3,8,3,4,4,2,1,1,14,office,0,yes,absent,no,7,no,3
REE445,49,m,single,Research & Development,Manager R&D,5,2,2,3,1,12,2,8,22,2,2,2,3,3,7,office,5,yes,absent,yes,8,yes,1
yuT712,33,m,single,Sales,Sales Executive,5,3,3,1,3,8,1,8,9,5,1,3,3,1,10,office,2,no,present,no,12,yes,1
ibt934,26,f,married,Research & Development,Research Scientist,4,1,4,4,3,21,3,8,12,6,3,5,5,5,8,home,2,no,present,yes,6,yes,2
Sli293,49,m,married,Research & Development,Manufacturing Director,1,2,1,4,4,13,4,8,6,6,2,1,5,1,6,office,2,no,absent,yes,9,no,4
Kbu285,35,m,single,Research & Development,Healthcare Representative,2,2,1,4,3,25,1,8,18,3,4,1,3,2,12,home,3,no,absent,no,14,no,1
OEz117,48,f,single,Research & Development,Laboratory Technician,1,2,2,1,4,24,1,8,7,6,3,5,2,5,12,home,0,yes,absent,no,16,no,3
oyG821,36,f,married,Sales,Sales Executive,4,4,4,1,1,9,4,8,21,2,3,4,1,2,14,office,0,no,present,yes,7,no,1
Pwj624,42,f,single,Sales,Sales Representative,3,2,4,4,2,12,3,8,16,1,3,5,1,5,7,home,4,yes,present,yes,4,yes,1
ERG708,29,f,married,Research & Development,Manager,3,1,1,3,4,7,2,8,3,4,4,2,3,1,4,home,0,no,absent,yes,15,no,1
bsp980,47,m,single,Research & Development,Manager R&D,3,4,1,2,2,24,3,8,25,3,2,0,2,5,9,home,4,no,absent,no,3,no,4
ImY568,37,f,married,Research & Development,Research Scientist,5,1,4,4,4,23,1,8,7,5,1,2,5,5,4,home,1,no,present,no,1,yes,2
oJJ381,40,m,single,Research & Development,Manager R&D,4,3,2,4,1,19,3,8,12,1,1,4,1,1,12,home,1,no,present,no,6,yes,2
Ark711,31,m,married,Research & Development,Manufacturing Director,4,2,3,4,3,14,2,8,6,2,1,3,5,5,10,home,3,no,absent,no,11,yes,2
PeB401,37,m,married,Research & Development,Manager R&D,4,3,1,1,1,14,3,8,9,4,2,5,5,5,7,office,2,yes,present,yes,9,no,2
mvd643,27,m,married,Research & Development,Manager R&D,1,4,1,2,2,8,2,8,16,1,2,4,2,3,11,home,0,yes,absent,no,8,no,2
yCA741,49,f,single,Research & Development,Manager R&D,2,3,2,1,3,25,4,8,15,1,1,1,1,3,13,office,3,no,absent,yes,9,yes,3
GLo199,40,m,single,Sales,Manager,5,2,1,4,1,17,4,8,3,5,2,4,1,5,9,home,3,no,absent,yes,15,yes,4
tFh208,41,m,single,Research & Development,Research Scientist,5,4,2,1,4,8,2,8,3,2,3,4,3,3,7,home,4,yes,absent,yes,2,yes,4
maE594,42,f,single,Human Resources,Human Resources,3,3,3,5,1,20,3,8,23,3,1,3,5,3,10,home,1,no,present,yes,12,yes,2
ogR125,39,f,single,Sales,Sales Executive,1,3,3,4,4,14,2,8,6,4,1,3,1,4,8,office,0,no,present,no,8,no,2
bQN532,37,m,married,Sales,Sales Executive,2,1,3,2,3,10,2,8,15,6,1,5,1,5,8,home,1,no,present,yes,2,no,2
rjj653,31,m,single,Research & Development,Manager R&D,5,2,2,4,4,11,4,8,3,4,4,2,5,3,12,office,5,no,present,no,7,yes,3
zaj366,39,m,single,Research & Development,Manager R&D,2,2,2,3,1,14,3,8,21,5,3,1,4,4,14,office,2,no,absent,no,10,no,3
Jtv036,50,f,single,Sales,Sales Executive,2,3,4,4,3,21,3,8,23,2,4,1,2,3,5,office,0,yes,present,no,5,no,1
YlY577,46,f,married,Research & Development,Laboratory Technician,4,1,3,4,1,13,3,8,2,2,1,3,1,3,9,office,2,no,present,yes,5,no,3
uKD967,25,m,single,Sales,Sales Executive,3,4,4,5,4,13,4,8,12,4,2,2,3,3,14,home,0,yes,present,yes,2,no,3
Ziy717,27,m,married,Research & Development,Laboratory Technician,1,1,2,5,4,13,2,8,10,5,2,0,2,4,9,office,2,yes,absent,yes,16,yes,3
LKf290,45,f,married,Research & Development,Research Scientist,2,4,4,1,2,6,2,8,18,6,3,2,2,3,9,office,3,yes,present,no,11,no,3
oes158,38,f,single,Human Resources,Human Resources,1,4,1,4,4,11,3,8,18,4,2,0,2,4,12,home,2,no,present,yes,5,yes,2
fWf921,49,f,married,Research & Development,Laboratory Technician,4,4,3,3,4,24,2,8,23,4,3,3,1,4,9,office,4,no,absent,no,16,yes,3
KBo127,38,f,single,Research & Development,Manager R&D,5,4,3,5,1,11,3,8,6,5,3,4,5,1,8,office,0,no,present,yes,7,yes,4
wfh172,41,m,married,Research & Development,Manufacturing Director,2,2,3,5,1,15,4,8,9,2,1,5,5,4,12,home,3,no,absent,no,10,yes,3
hXP756,44,m,single,Research & Development,Research Scientist,1,2,1,4,4,17,4,8,9,6,4,0,2,3,7,office,4,no,absent,no,9,no,3
RXU222,49,f,single,Sales,Sales Executive,5,2,3,1,2,11,1,8,19,4,1,2,3,5,11,home,0,yes,present,no,16,yes,4
lFe674,40,m,married,Research & Development,Research Director,3,4,1,5,2,20,3,8,10,1,2,3,3,5,14,office,3,no,present,no,3,yes,2
ePO148,38,m,married,Research & Development,Manager R&D,4,1,4,4,2,13,1,8,16,6,2,2,4,5,7,office,0,yes,present,yes,11,yes,2
TyD268,45,m,married,Research & Development,Manufacturing Director,3,4,2,2,3,17,4,8,8,3,1,4,3,1,7,home,5,no,absent,no,4,yes,1
Clf513,29,m,married,Research & Development,Manager R&D,4,2,1,5,4,25,4,8,8,3,3,1,5,4,10,office,4,yes,absent,yes,14,yes,4
Byg211,50,f,single,Research & Development,Research Scientist,5,3,1,2,4,9,1,8,7,3,1,5,4,3,13,home,1,yes,absent,yes,2,no,2
bbC695,30,m,single,Research & Development,Research Director,1,4,2,3,3,14,1,8,22,2,1,1,1,3,12,office,3,no,present,yes,13,yes,1
Prb933,44,m,single,Research & Development,Manager R&D,2,1,4,1,3,5,1,8,18,1,1,4,1,2,6,office,0,yes,present,yes,11,no,3
Ebn167,48,f,single,Research & Development,Research Director,3,2,1,3,1,13,2,8,21,6,1,0,5,2,13,home,2,no,absent,yes,9,yes,2
wtJ765,42,m,married,Research & Development,Manager R&D,2,3,1,1,2,23,1,8,11,4,3,4,1,2,4,office,1,no,present,no,9,yes,2
JJc129,36,f,married,Research & Development,Research Scientist,3,4,4,3,1,22,1,8,25,6,4,3,3,5,10,office,5,no,absent,no,4,no,4
urG764,34,f,married,Research & Development,Laboratory Technician,2,2,2,5,1,18,4,8,15,5,1,4,5,2,6,office,1,yes,absent,yes,14,no,3
huH634,49,m,single,Research & Development,Manager R&D,3,3,4,2,1,19,1,8,1,1,2,0,3,5,6,home,2,no,present,yes,12,yes,2
hZq685,30,m,married,Research & Development,Research Director,4,2,2,1,4,25,2,8,7,6,2,3,1,3,4,office,2,no,absent,no,6,no,2
kfB826,27,m,married,Research & Development,Research Director,3,3,2,1,1,21,1,8,12,6,1,3,3,2,6,office,0,no,absent,yes,11,yes,4
bFG237,45,f,married,Sales,Manager,2,2,3,3,3,14,1,8,6,5,3,0,1,5,8,office,3,yes,present,no,8,yes,3
CSg375,49,f,single,Research & Development,Research Scientist,1,2,3,4,1,6,4,8,23,2,3,1,5,3,9,office,5,no,present,no,2,no,3
mIA553,27,m,single,Research & Development,Research Scientist,3,2,1,1,3,9,1,8,6,2,4,5,1,3,7,home,1,yes,present,yes,11,no,1
bBL465,26,m,single,Sales,Manager,5,1,4,4,4,10,2,8,16,1,4,2,5,1,12,office,5,no,present,yes,4,yes,3
xTi454,36,m,single,Research & Development,Healthcare Representative,4,1,4,2,3,16,4,8,21,3,2,3,3,5,11,office,2,no,present,no,15,no,1
WGI737,48,f,married,Research & Development,Laboratory Technician,4,4,3,1,1,8,1,8,19,5,3,0,1,4,9,home,5,yes,present,yes,2,yes,4
Xnv893,45,f,single,Sales,Manager,1,2,4,4,4,21,2,8,8,2,4,4,5,1,7,home,0,no,absent,no,15,yes,4
shi249,41,m,single,Sales,Sales Executive,2,3,4,1,2,14,1,8,1,1,4,4,4,1,4,home,5,yes,present,yes,7,yes,2
XMI027,46,m,single,Sales,Manager,1,3,2,5,1,21,4,8,1,6,2,3,5,3,5,home,5,no,absent,no,1,no,2
caG833,37,m,married,Research & Development,Manager R&D,3,2,4,4,3,18,1,8,16,1,3,2,1,5,13,home,0,no,present,yes,5,yes,4
cxg048,49,f,single,Research & Development,Laboratory Technician,2,2,4,2,1,10,2,8,6,4,3,4,4,3,12,home,2,yes,present,yes,15,no,3
liL229,36,m,single,Research & Development,Laboratory Technician,3,1,4,1,3,7,2,8,17,2,1,3,5,3,12,home,4,yes,present,no,5,no,4
yIy647,25,m,married,Research & Development,Manager R&D,4,3,2,4,2,22,1,8,8,4,3,3,3,4,5,home,4,no,present,yes,4,no,4
mJC152,37,m,married,Human Resources,Human Resources,1,4,2,4,1,13,4,8,4,4,1,1,5,2,12,office,5,yes,absent,yes,12,no,3
qUm259,31,f,single,Research & Development,Research Scientist,3,1,1,3,4,10,3,8,9,4,1,1,5,2,8,office,3,no,absent,yes,16,yes,2
PbQ095,47,f,single,Research & Development,Research Scientist,4,2,3,2,2,12,3,8,14,3,2,2,2,1,14,home,4,yes,absent,yes,4,no,4
Afk919,26,f,married,Sales,Sales Executive,1,3,1,2,2,15,1,8,16,2,4,0,2,5,11,home,5,yes,absent,no,4,no,3
QWJ474,37,f,married,Research & Development,Manufacturing Director,5,4,4,2,4,10,3,8,12,6,4,3,3,3,14,home,1,no,absent,no,2,no,2
tRX112,42,m,single,Research & Development,Laboratory Technician,1,2,4,3,3,15,1,8,11,2,2,2,5,2,9,home,5,yes,present,no,1,no,2
pun902,27,f,married,Research & Development,Laboratory Technician,2,1,4,4,3,17,1,8,22,5,3,3,2,4,5,office,2,no,present,yes,12,yes,1
XqJ146,46,f,single,Research & Development,Manufacturing Director,2,3,3,3,2,14,2,8,17,6,3,1,1,2,4,office,2,yes,absent,no,2,yes,2
HBK616,45,f,single,Research & Development,Laboratory Technician,2,1,3,4,4,15,3,8,24,1,4,0,2,1,8,home,5,no,present,no,10,yes,1
rPl030,50,f,married,Research & Development,Research Scientist,2,4,1,5,2,11,4,8,15,3,2,1,4,5,6,office,4,yes,absent,yes,15,yes,3
PEJ366,38,m,single,Research & Development,Research Scientist,4,2,3,4,3,25,2,8,3,4,2,3,3,3,6,home,1,no,absent,no,16,yes,1
cty889,36,f,married,Sales,Sales Executive,4,2,1,1,3,23,4,8,24,1,1,5,5,2,8,home,1,yes,absent,no,9,yes,1
rSl466,47,m,married,Research & Development,Manager,1,4,1,2,4,20,4,8,10,5,1,4,2,3,5,home,3,no,present,no,1,yes,2
DmF894,47,m,single,Research & Development,Manager,4,4,3,1,4,25,4,8,5,6,2,5,1,5,12,home,3,yes,present,no,16,yes,2
xRo340,43,f,married,Research & Development,Research Scientist,3,3,4,4,3,17,2,8,11,1,1,3,1,1,11,home,2,no,absent,yes,6,no,4
zRq603,25,m,single,Research & Development,Manager R&D,1,1,3,5,3,23,3,8,21,3,1,0,2,4,7,home,0,no,present,no,6,no,3
Jdv784,40,f,single,Research & Development,Healthcare Representative,1,4,2,2,1,10,3,8,11,5,1,1,5,4,5,office,0,no,present,no,4,no,4
jMi785,34,m,married,Human Resources,Human Resources,2,1,2,5,2,7,4,8,10,2,4,2,1,1,12,home,2,yes,absent,no,2,yes,2
jeH712,29,f,single,Research & Development,Manager R&D,1,1,2,5,2,7,4,8,20,1,1,5,3,1,9,office,3,no,absent,no,4,no,2
DSr801,50,m,single,Research & Development,Manager R&D,5,3,1,3,2,11,4,8,3,2,4,4,5,3,9,home,1,yes,absent,no,3,no,1
BhY124,39,m,single,Sales,Sales Executive,1,1,1,4,3,17,4,8,13,2,1,4,5,3,12,home,1,yes,present,no,1,yes,2
Nis635,30,f,single,Sales,Sales Executive,5,4,3,4,1,13,4,8,17,4,3,2,3,2,8,home,1,no,absent,no,4,no,2
PKB694,44,f,single,Sales,Sales Executive,2,1,1,5,3,5,2,8,12,3,4,2,3,2,4,home,4,yes,present,no,1,yes,3
oJn913,40,m,married,Sales,Sales Executive,5,4,3,3,3,7,2,8,18,1,4,1,3,3,8,office,0,no,present,no,14,yes,1
MHy624,45,f,married,Research & Development,Manager,5,3,1,1,2,25,1,8,7,4,4,1,5,4,11,home,5,no,absent,yes,13,yes,2
xTX028,29,m,single,Human Resources,Manager,4,4,4,1,4,9,2,8,3,4,4,1,4,5,13,office,0,no,absent,no,15,yes,4
pPN084,39,m,single,Research & Development,Research Scientist,1,4,1,4,1,17,3,8,1,6,1,0,2,4,10,home,2,yes,present,no,13,yes,2
EQG472,34,f,married,Research & Development,Healthcare Representative,5,1,3,4,4,23,2,8,10,1,3,0,5,1,10,office,2,no,present,no,6,yes,2
PXf064,32,m,single,Sales,Sales Executive,5,1,3,2,4,7,4,8,14,3,3,4,2,4,7,office,2,no,present,yes,16,no,4
sAN287,36,f,married,Research & Development,Research Scientist,5,4,2,2,4,17,3,8,13,3,2,4,2,3,12,office,2,yes,present,yes,8,no,2
cTX729,30,m,single,Human Resources,Manager,5,1,1,3,2,5,4,8,6,1,3,3,2,3,6,office,3,no,absent,no,14,no,3
HrB884,37,f,single,Sales,Sales Executive,5,2,1,2,2,15,2,8,9,1,4,2,3,1,10,office,1,yes,absent,yes,4,no,4
Xbo781,30,f,single,Sales,Sales Executive,1,1,1,5,1,16,4,8,5,6,1,3,1,2,13,home,2,no,absent,yes,9,no,3
akJ079,27,m,single,Research & Development,Laboratory Technician,5,3,3,4,3,18,4,8,4,2,2,3,3,2,12,home,5,no,present,yes,4,yes,4
EVo803,48,f,single,Research & Development,Manufacturing Director,5,4,1,4,3,14,1,8,9,4,2,4,3,2,10,home,0,yes,absent,yes,9,yes,4
PQw839,41,f,married,Research & Development,Laboratory Technician,1,2,2,1,2,11,1,8,22,1,4,1,1,3,4,office,5,no,absent,no,3,yes,3
Agv245,41,f,married,Sales,Sales Executive,5,4,1,5,4,15,3,8,13,6,2,4,4,4,13,office,2,yes,absent,yes,11,no,1
lUw742,29,m,married,Research & Development,Manufacturing Director,5,3,3,4,4,15,4,8,6,5,1,0,5,1,4,office,0,yes,absent,no,3,no,3
NBE375,29,f,married,Sales,Sales Representative,1,4,4,2,3,14,2,8,20,2,3,3,3,4,8,home,5,no,absent,yes,7,yes,4
dnv388,45,m,married,Research & Development,Manager R&D,3,3,4,2,4,6,1,8,5,3,3,0,5,3,14,office,3,yes,present,yes,6,no,4
TsK663,48,f,single,Research & Development,Manager R&D,5,2,4,3,4,11,1,8,13,2,2,5,5,5,6,home,5,yes,present,yes,5,no,1
zTd235,44,f,married,Research & Development,Laboratory Technician,4,3,2,4,4,16,4,8,15,5,3,2,5,2,6,office,4,no,present,no,3,yes,4
bMd991,29,f,married,Sales,Sales Executive,4,2,2,3,1,25,4,8,18,6,1,2,5,4,6,home,5,yes,absent,yes,12,no,3
YxT119,46,m,single,Sales,Sales Executive,4,1,2,2,2,23,1,8,9,1,4,3,1,3,7,home,2,yes,present,yes,4,yes,1
VcL523,31,m,married,Research & Development,Manager R&D,2,2,4,2,2,25,2,8,16,3,1,2,1,3,11,home,3,yes,absent,no,11,no,1
ywi106,43,f,single,Research & Development,Research Scientist,4,3,1,1,2,12,2,8,20,6,1,5,5,4,12,office,3,yes,present,no,3,yes,3
LrG286,25,f,single,Research & Development,Manager R&D,2,1,1,2,4,10,-5,8,4,5,3,4,1,4,6,office,2,yes,present,no,6,yes,2
sZn976,28,f,single,Research & Development,Laboratory Technician,2,3,4,2,4,18,2,8,25,6,3,3,5,2,6,office,2,no,absent,no,1,yes,1
ZmS602,42,m,single,Sales,Sales Representative,2,1,4,1,4,15,4,8,25,4,2,3,5,3,5,home,3,yes,present,yes,15,yes,3
KaQ303,31,m,married,Research & Development,Research Scientist,4,1,4,1,3,20,2,8,6,2,1,5,3,3,8,office,3,no,present,yes,5,yes,3
Rqo629,34,f,single,Research & Development,Healthcare Representative,5,2,4,2,3,6,2,8,11,4,4,3,5,4,12,office,4,yes,present,no,3,no,4
PpS148,25,m,married,Sales,Sales Executive,4,1,3,5,2,18,4,8,25,5,1,5,2,1,9,office,3,yes,absent,no,14,no,1
XeI677,32,f,married,Sales,Sales Executive,5,1,4,2,3,10,4,8,21,1,1,5,2,1,13,office,0,no,absent,yes,10,no,1
MDd865,33,f,married,Sales,Sales Executive,3,2,3,4,4,17,2,8,13,1,3,2,5,5,8,office,5,yes,absent,yes,8,yes,2
kEi800,27,m,married,Research & Development,Manager R&D,2,4,4,3,4,11,3,8,15,2,1,3,5,1,10,home,0,no,absent,yes,10,no,2
eEn034,36,m,married,Sales,Sales Executive,3,1,2,3,1,22,3,8,6,4,2,1,4,3,14,office,5,no,present,yes,4,no,1
JEr878,32,f,single,Sales,Sales Executive,4,1,4,5,1,13,2,8,9,5,2,1,1,5,8,home,4,no,absent,yes,14,yes,4
TTW243,43,m,married,Research & Development,Manager R&D,4,3,4,2,4,8,4,8,20,5,2,4,2,1,6,home,3,no,absent,yes,1,no,1
zxo430,40,m,married,Sales,Sales Executive,3,1,1,2,7,14,3,8,2,4,2,2,5,3,13,office,0,no,absent,no,10,yes,2
mOY376,41,f,single,Research & Development,Manufacturing Director,2,2,2,5,1,7,4,8,14,2,3,5,2,5,9,office,5,yes,present,yes,3,yes,2
KWM274,30,m,single,Research & Development,Research Scientist,2,2,3,4,4,23,3,8,17,5,2,2,3,1,8,home,2,yes,present,yes,6,no,4
uHU319,28,m,married,Sales,Sales Executive,3,1,1,5,2,6,1,8,17,3,2,3,1,4,4,home,0,no,absent,no,6,no,2
wzI631,49,m,married,Research & Development,Research Scientist,1,2,1,3,3,19,3,8,21,3,1,4,1,4,7,office,1,no,present,no,6,yes,4
hZZ733,49,f,single,Research & Development,Research Scientist,4,4,4,1,3,22,2,8,13,1,4,4,4,2,11,office,4,yes,present,no,4,no,3
Wkk435,33,m,married,Human Resources,Manager,2,2,3,5,2,18,2,8,4,4,4,0,2,1,6,office,0,yes,present,no,9,no,1
XlQ752,31,f,single,Research & Development,Manager R&D,4,2,4,3,1,19,1,8,13,2,3,5,4,1,5,home,5,yes,absent,yes,13,no,4
MfX728,48,m,single,Research & Development,Manufacturing Director,1,3,2,2,2,6,4,8,8,5,1,1,2,5,14,office,3,no,present,yes,7,no,3
PUI264,36,f,single,Research & Development,Laboratory Technician,5,1,2,1,2,10,4,8,15,4,4,3,1,3,11,office,1,yes,absent,no,16,yes,3
ndw330,30,m,single,Human Resources,Human Resources,2,4,3,5,2,10,3,8,22,1,2,2,3,3,9,office,0,yes,present,yes,16,yes,3
gYG919,48,m,single,Research & Development,Manager R&D,2,4,3,1,2,17,4,8,5,6,3,5,4,2,12,home,3,yes,absent,no,7,no,1
bkp185,46,m,single,Research & Development,Research Director,4,1,4,4,1,13,1,8,23,2,3,4,4,4,6,home,5,yes,absent,yes,1,no,3
sTu986,30,f,single,Research & Development,Manager R&D,1,1,3,4,2,23,4,8,25,5,1,3,5,3,11,home,1,yes,absent,no,5,yes,1
XSF837,32,m,single,Sales,Sales Executive,3,3,2,2,3,17,4,8,13,4,3,1,1,2,13,home,3,yes,absent,no,5,no,2
MNg872,42,f,single,Sales,Sales Representative,3,3,1,4,2,14,1,8,1,3,1,5,3,1,12,home,5,no,present,no,11,no,4
nGi650,42,m,single,Sales,Sales Executive,4,2,4,1,1,16,2,8,21,5,2,0,1,3,11,home,5,no,absent,yes,3,no,4
RjN677,38,m,married,Research & Development,Research Director,5,4,2,5,4,24,2,8,21,4,4,4,5,4,14,office,3,no,present,no,7,yes,2
Ymp872,29,m,single,Research & Development,Research Scientist,2,2,2,3,4,12,3,8,9,3,1,3,4,2,9,office,4,yes,present,no,5,yes,4
Kio428,40,f,married,Research & Development,Research Scientist,2,2,3,3,4,22,2,8,13,5,1,4,5,1,5,office,4,no,present,no,2,no,3
biX230,30,f,single,Research & Development,Manager R&D,5,4,3,5,2,25,1,8,6,1,2,4,2,4,4,office,4,no,absent,no,9,no,3
UCS200,36,f,single,Research & Development,Laboratory Technician,3,3,1,4,1,11,2,8,8,3,2,1,1,5,5,home,5,no,absent,yes,14,no,3
eYN210,34,f,single,Research & Development,Research Scientist,2,3,4,1,1,20,1,8,5,1,3,0,1,3,5,home,0,no,present,no,11,no,4
gLh662,30,m,married,Sales,Sales Representative,2,1,3,2,3,21,1,8,4,2,2,3,5,3,12,office,2,yes,absent,yes,15,yes,3
QIZ192,31,m,single,Research & Development,Manager R&D,1,4,4,5,1,18,3,8,18,2,4,2,3,2,12,office,1,yes,absent,yes,1,no,3
cFg409,50,f,single,Research & Development,Manager R&D,5,3,1,3,4,23,2,8,24,5,3,4,5,4,10,home,4,no,absent,yes,11,yes,3
OmF649,41,m,single,Sales,Sales Executive,5,3,3,5,4,17,3,8,22,5,4,0,4,5,8,office,3,yes,absent,no,14,yes,4
pHy018,28,f,married,Research & Development,Laboratory Technician,2,1,2,5,4,21,3,8,11,4,1,5,4,5,14,office,1,no,absent,yes,12,yes,3
QFK398,29,f,single,Research & Development,Manager R&D,5,2,2,2,1,20,2,8,10,5,1,4,3,2,13,office,5,yes,absent,no,9,no,4
ycG618,35,f,married,Research & Development,Laboratory Technician,3,1,1,2,1,20,3,8,15,5,3,2,2,1,11,office,2,no,absent,no,12,no,2
kKx280,39,m,married,Sales,Sales Executive,3,4,4,4,1,8,1,8,11,5,4,3,4,3,9,home,0,no,absent,yes,16,no,3
GLw649,33,m,single,Research & Development,Laboratory Technician,3,2,4,5,4,10,2,8,22,5,2,5,5,5,8,home,4,no,absent,no,6,no,4
yPN551,41,m,single,Research & Development,Manager R&D,4,1,1,1,3,9,1,8,24,1,2,0,1,2,5,home,3,yes,present,no,10,yes,3
Ncf052,47,f,married,Research & Development,Manager R&D,2,2,3,4,3,19,3,8,25,2,3,5,2,2,14,office,3,yes,present,yes,2,no,1
eVC755,45,f,single,Human Resources,Human Resources,1,3,2,3,1,10,3,8,11,3,2,2,2,2,8,home,0,no,present,no,11,no,1
ZLO465,26,m,single,Research & Development,Manager R&D,5,2,2,4,3,12,3,8,4,4,2,1,5,4,9,office,3,yes,present,no,4,no,4
SmH753,32,m,married,Human Resources,Human Resources,2,1,3,2,4,22,3,8,15,1,1,2,3,4,11,office,5,yes,absent,no,13,no,2
tYk993,27,f,married,Research & Development,Research Director,3,2,2,5,3,22,4,8,20,6,4,1,5,2,11,office,0,no,absent,no,4,no,2
GWR685,44,m,single,Research & Development,Laboratory Technician,5,1,2,4,1,22,3,8,12,3,3,2,2,1,12,office,0,no,absent,no,2,yes,1
MKY969,26,f,married,Research & Development,Manager R&D,4,1,2,4,2,22,2,8,14,6,2,4,4,5,11,office,4,yes,present,yes,15,no,3
XwX425,25,f,single,Research & Development,Research Scientist,2,4,1,5,2,25,2,8,4,6,3,2,3,3,5,office,1,no,present,yes,15,yes,4
VCM544,45,m,single,Research & Development,Manager R&D,5,4,3,4,2,9,1,8,16,2,1,1,5,1,5,home,4,yes,present,yes,6,yes,3
iMT689,42,m,married,Sales,Sales Executive,4,3,3,5,4,25,1,8,16,3,2,4,5,1,5,office,4,no,present,yes,11,yes,4
EwL825,39,f,single,Sales,Sales Executive,5,3,2,3,1,16,1,8,8,3,4,5,1,1,12,home,1,no,present,yes,11,no,4
JQc418,32,f,single,Sales,Sales Executive,4,4,4,4,2,24,4,8,11,3,3,4,1,1,9,home,0,no,present,no,4,no,4
FPX609,25,f,married,Research & Development,Laboratory Technician,2,1,2,1,2,15,3,8,11,6,1,4,5,2,11,home,3,yes,absent,yes,9,yes,2
